departamento,cargo,id_estructura,grupo_ocupacional
DIRECCION DE AUDITOR IA ESPECIALES EINVESTIGACION,SOPORTE TECNICO,2003,TECNICO
DIRECCION DE AUDITOR IA INTERNA,AUXILIAR AUDITORIA,2004,PROFESIONAL
DIRECCION DE AUDITOR IA INTERNA,AUDITOR II,2005,PROFESIONAL
DIRECCION DE AUDITOR IA INTERNA,AUDITOR I,2006,PROFESIONAL
DIRECCION DE AUDITOR IA INTERNA,AUXILIAR LEGAL,2007,TECNICO
DIRECCION DE AUDITOR IA INTERNA,ASISTENTE,2008,OPERATIVO
DIRECCION DE AUDITOR IA INTERNA,AUDITOR III,2009,PROFESIONAL
DIRECCION DE AUDITOR IA INTERNA,ADMINISTRADOR DE REDES,2010,OPERATIVO
DIRECCION DE AUDITOR IA INTERNA,ASESOR,2011,OPERATIVO
DIRECCION DE AUDITOR IA INTERNA,ENCARGADA UNIDAD DE AUDITORIA,2012,PROFESIONAL
DIRECCION DE AUDITOR IA INTERNA,SECRETARIA I,2013,OPERATIVO
DIRECCION DE AUDITOR IA INTERNA,SUPERVISOR (A),2014,PROFESIONAL
DIRECCION DE AUDITOR IA INTERNA,DIRECTOR (A),2015,ESTRATEGICO
DIRECCION DE AUDITOR IA INTERNA,AUXILIAR ADMINISTRATIVO (A),2016,TECNICO
DIRECCION DE AUDITOR IA INTERNA,ENCARGADO (A),2017,ESTRATEGICO
DIRECCION DE AUDITOR IA INTERNA,AUDITOR LEGAL,2018,PROFESIONAL
DIRECCION DE AUDITOR IA INTERNA,SECRETARIA,2019,OPERATIVO
DIRECCION DE AUDITOR IA INTERNA,ENCARGADO AUDITORIA,2020,ESTRATEGICO
DIRECCION DE RECURSOS HUMANOS,ASISTENTE,2021,OPERATIVO
DIRECCION DE TECNOLOGIA DE LA INFORMACION Y COMUNI,ASESOR DE TECN. DE LA INFORMAC,2022,OPERATIVO
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,AUDITOR LEGAL,2023,PROFESIONAL
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,SUPERVISOR (A),2024,PROFESIONAL
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,AUDITOR TECNICO,2025,PROFESIONAL
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,AUDITOR III,2026,PROFESIONAL
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,AUDITOR II,2027,PROFESIONAL
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,AUXILIAR INGENIERIA,2028,TECNICO
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,AUXILIAR ADMINISTRATIVO (A),2029,TECNICO
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,AUDITOR I,2030,PROFESIONAL
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,ABOGADO (A),2031,PROFESIONAL
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,AUXILIAR AUDITORIA,2032,PROFESIONAL
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,ANALISTA FINANCIERO,2033,PROFESIONAL
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,ENCARGADO (A)DEPARTAMENTO LEG,2034,ESTRATEGICO
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,MENSAJERO,2035,OPERATIVO
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,CHOFER II,2036,OPERATIVO
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,ENCARGADO DE UNIDAD,2037,ESTRATEGICO
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,ABOGADO (A) I,2038,PROFESIONAL
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,AUXILIAR,2039,TECNICO
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,AUXILIAR LEGAL,2040,TECNICO
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,ENCARGADO (A),2041,ESTRATEGICO
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,ANALISTA DE SEGUIMIENTO,2042,PROFESIONAL
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,ENCARGADO UNIDAD DE AUDITORIA,2043,ESTRATEGICO
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,ASESOR,2044,OPERATIVO
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,ENC. AUDITOR IA INTERNA,2045,PROFESIONAL
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,SUPERVISORA,2046,PROFESIONAL
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,INGENIERO,2047,OPERATIVO
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,SECRETARIA EJECUTIVA,2048,OPERATIVO
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,MEDICO VETERINARIO,2049,PROFESIONAL
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,ABOGADO (A) II,2050,PROFESIONAL
DIRECCION JURIDICA,ASESOR,2051,OPERATIVO
UAI- INSTITUTO AGRARIO DOMINICANO,ENC. AUDITOR IA INTERNA,2052,PROFESIONAL
UAI - ADMIN DE RIESGOS LABORALES,ENC. AUDITOR IA INTERNA,2053,PROFESIONAL
UAI - CENTRO DE EXPORT E INVERSIONES DE LA REP DOM,ENC. AUDITOR IA INTERNA,2054,PROFESIONAL
UAI - CENTRO EDUCATIVO MONSEÏ¿½OR JUAN FELIX PEPEN,ENC. AUDITOR IA INTERNA,2055,PROFESIONAL
UAI - COMIS PRESI DE DESARROLLO PROVINCIAL,ENC. AUDITOR IA INTERNA,2056,PROFESIONAL
UAI - COMIS PRESID DE POLITICA FARMACEUTICA NACION,ENC. AUDITOR IA INTERNA,2057,PROFESIONAL
UAI - COMISION NACIONAL DE FRONTERAS,ENC. AUDITOR IA INTERNA,2058,PROFESIONAL
UAI - CONS NAC. PARA LA REGL. Y FOMENTO DE LA IND.,ENC. AUDITOR IA INTERNA,2059,PROFESIONAL
UAI - CORPO ESTATAL DE RADIO Y TELEVISION,ENC. AUDITOR IA INTERNA,2060,PROFESIONAL
UAI - CUSTODIA ADMIN DE BIENES INCAUT Y DECOMISADO,ENC. AUDITOR IA INTERNA,2061,PROFESIONAL
UAI - DIR DE ETICA E INTEGRIDAD GUBERNAMENTAL,ENC. AUDITOR IA INTERNA,2062,PROFESIONAL
UAI - DIR GRAL DE COMUNIDAD DIGNA,ENC. AUDITOR IA INTERNA,2063,PROFESIONAL
UAI - DIV. OBRAS PUBLICAS SANTIAGO,ENC. AUDITOR IA INTERNA,2064,PROFESIONAL
UAI - GABINETE SOCIAL DE LA PRESIDENCIA,ENC. AUDITOR IA INTERNA,2065,PROFESIONAL
UAI - MINISTERIODE OBRAS PUBLICAS Y COMUNICACION,ENC. AUDITOR IA INTERNA,2066,PROFESIONAL
UAI - MINISTERIO DE AGRICULTURA,ENC. AUDITOR IA INTERNA,2067,PROFESIONAL
UAI - MINISTERIO DE EDUCACION,ENC. AUDITOR IA INTERNA,2068,PROFESIONAL
"UAI - MINISTERIO DE EDUCACIONSUPERIOR, CIENCIA Y",ENC. AUDITOR IA INTERNA,2069,PROFESIONAL
UAI - MINISTERIO DE HACIENDA,ENC. AUDITOR IA INTERNA,2070,PROFESIONAL
UAI - MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOC,ENC. AUDITOR IA INTERNA,2071,PROFESIONAL
UAI - OFICINA DE TRATADOS COMERCIALES AGRICOLAS,ENC. AUDITOR IA INTERNA,2072,PROFESIONAL
UAI - OFICINA NACIONAL DE PROPIEDAD INDUSTRIAL,ENC. AUDITOR IA INTERNA,2073,PROFESIONAL
UAI - OFICINA PRESIDENCIAL DE TECNOLOGIA DE LA INF,ENC. AUDITOR IA INTERNA,2074,PROFESIONAL
UAI - PLAN DE ASISTENCIA SOCIAL DE LA PRESIDENCIA,ENC. AUDITOR IA INTERNA,2075,PROFESIONAL
UAI - PROG. ESPECIALES DE LA PRESIDENCIA (ALFABETI,ENC. AUDITOR IA INTERNA,2076,PROFESIONAL
DEPARTAMENTO DE APOYO TECNICO,ENCARGADO (A),2077,ESTRATEGICO
DEPARTAMENTO DE AUDITOR IA DE DESEMPEÏ¿½O,ENCARGADO (A),2078,ESTRATEGICO
DEPARTAMENTO DE DESARROLLO NORMATIV,SUPERVISOR (A),2079,PROFESIONAL
DEPARTAMENTO DE SEGUIMIENTO A RESULTADOS DE AUDITO,ENCARGADO DE DEPARTAMENTO,2080,ESTRATEGICO
DEPARTAMNETO DE EVAL E INVESTIGACION ADTVA.,ENCARGADO (A),2081,ESTRATEGICO
DEPTO DE AYUNTAMIENTOS,ENCARGADO (A) DEPTO. AYUNTAMIE,2082,ESTRATEGICO
DEPTO DE AYUNTAMIENTOS,ASESOR,2083,OPERATIVO
DEPTO DE INGENIERIA Y ARQUITECTURA,SUPERVISOR (A),2084,PROFESIONAL
DEPTO DE INGENIERIA Y ARQUITECTURA,COORDINADOR (A),2085,PROFESIONAL
DEPTO. AUDITOR IA INTERNA FINANCIERA,ENCARGADO (A),2086,ESTRATEGICO
DIR DE COMUNICACIONES Y REL PUBLICA,COORDINADOR DE EVENTOS Y PROTO,2087,PROFESIONAL
DIR DE DESARROLLO NORMATIVO,SUPERVISORA,2088,PROFESIONAL
DIR. ADMINISTRATIVA FINANCIERA,ENCARGADO (A) COMPRAS,2089,ESTRATEGICO
DIR. ADMINISTRATIVA FINANCIERA,ASISTENTE ADMINISTRATIVO,2090,OPERATIVO
DIRECCION DE AUDITOR IA ESPECIALES EINVESTIGACION,AUDITOR I,2091,PROFESIONAL
DIRECCION DE AUDITOR IA ESPECIALES EINVESTIGACION,ENCARGADO (A),2092,ESTRATEGICO
DIRECCION DE AUDITOR IA ESPECIALES EINVESTIGACION,AUXILIAR AUDITORIA,2093,PROFESIONAL
DIRECCION DE COMUNICACIONES,ASISTENTE,2094,OPERATIVO
DIRECCION DE RECURSOS HUMANOS,DIRECTOR (A)RECURSOS HUMANOS,2095,ESTRATEGICO
DIRECCION DE RECURSOS HUMANOS,ASISTENTEDE LA DIRECCION,2096,OPERATIVO
DIRECCION DE REVISION Y CONTROL DE CALIDAD,ASISTENTE,2097,OPERATIVO
DIRECCION DE TECNOLOGIA DE LA INFORMACION Y COMUNI,ADMINISTRADOR BASE DE DATOS,2098,OPERATIVO
DIRECCION DE TECNOLOGIA DE LA INFORMACION Y COMUNI,ENCARGADO DE LA DIVISION DE SE,2099,ESTRATEGICO
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,ENCARGADO UNIDADDE AUDITORIA,2100,ESTRATEGICO
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,DIRECTOR (A),2101,ESTRATEGICO
DIRECCION DE UNIDADES AUDITOR IA INTERNA GUBERNAMEN,ENCARGADO (A) DEPARTAMENTO LEG,2102,ESTRATEGICO
DIRECCION JURIDICA,ASIST. CONSULTORIA JURIDICA,2103,OPERATIVO
DIRECCION JURIDICA,DIRECTOR (A),2104,ESTRATEGICO
DIRECCION JURIDICA,ABOGADO (A),2105,PROFESIONAL
DIVISION DE CERITIFICACION DE CARGO,ENCARGADO (A) DIVISION CORRESP,2106,ESTRATEGICO
DIVISION DE CONTABILIDAD,ENCARGADA DIVISION,2107,OPERATIVO
"DIVISION RECLUTAMIENTO, SELECCION Y EVALUACION DEL",COORDINADOR ACADEMICO,2108,PROFESIONAL
ESCUELA NACIONAL DE CONTROL,ASESOR,2109,OPERATIVO
ESCUELA NACIONAL DE CONTROL,ENCARGADO (A) DIVISION DE LITI,2110,ESTRATEGICO
UAI - BIBLIOTECA NACIONAL PEDRO HENRIQUEZ UREÏ¿½A,ENCARGADO UNIDADDE AUDITORIA,2111,ESTRATEGICO
UAI - COMEDORES ECONOMICOS DEL ESTADO,ANALISTA II,2112,PROFESIONAL
UAI - COMI NAC CONTRA EL LAVADO DE ACTIVOS,ENCARGADO UNIDADDE AUDITORIA,2113,ESTRATEGICO
UAI - COMISION NACIONAL DE EMERGENCIAS (DEFENSA CI,ENCARGADO UNIDADDE AUDITORIA,2114,ESTRATEGICO
UAI - COMITE EJECU DE INFRAE EN ZONAS TURISTICAS,ENCARGADO UNIDADDE AUDITORIA,2115,ESTRATEGICO
UAI - CONSEJO NACIONAL DE ZONAS FRANCAS,ENCARGADO UNIDADDE AUDITORIA,2116,ESTRATEGICO
UAI - CORP DE ACUED Y ALCANTARILLO DE STO. DGO.,AUDITOR III,2117,PROFESIONAL
UAI - DESPACHO DE LA PRIMERA DAMA,ENCARGADO UNIDADDE AUDITORIA,2118,ESTRATEGICO
UAI - DIR GENERAL DE BIENES NACIONALES,ENCARGADO UNIDADDE AUDITORIA,2119,ESTRATEGICO
UAI - DIR GRAL. DE SEGURIDAD DE TRANSITO Y TRANSP.,ENCARGADO UNIDADDE AUDITORIA,2120,ESTRATEGICO
UAI - DIRECCION GENERAL DE MIGRACION,SUPERVISORA,2121,PROFESIONAL
UAI - DIRECCION GENERAL DE PASAPORTE,ENCARGADO UNIDADDE AUDITORIA,2122,ESTRATEGICO
UAI - DIRECCION GRAL DE PRESUPUESTO,AUDITOR II,2123,PROFESIONAL
UAI - FONDO ESP PARA EL DESARROLLO AGROPECUARIO,AUDITOR II,2124,PROFESIONAL
UAI - HOSP. PATRONATO GRAL. DR. MARCELINO VELEZ-AU,ENCARGADO (A),2125,ESTRATEGICO
UAI - HOSPITAL HUGO DE MENDOZA,ENCARGADO UNIDADDE AUDITORIA,2126,ESTRATEGICO
UAI - HOSPITAL JAIME MOTA / BARAHONA,ENCARGADO UNIDADDE AUDITORIA,2127,ESTRATEGICO
UAI - HOSPITAL MOSCOSO PUELLO,ENCARGADO UNIDADDE AUDITORIA,2128,ESTRATEGICO
UAI - HOSPITAL ROBERT REID,ENCARGADO UNIDADDE AUDITORIA,2129,ESTRATEGICO
UAI - INST DEL TABACO DE LA REPUBLICA DOMINCANA,ENCARGADO UNIDADDE AUDITORIA,2130,ESTRATEGICO
UAI - INST NAC DE ESTABILIZACION DE PRECIOS,ENCARGADO UNIDADDE AUDITORIA,2131,ESTRATEGICO
UAI - INSTITUTO DOMINICANO DE AVIACION CIVIL,ENCARGADO UNIDADDE AUDITORIA,2132,ESTRATEGICO
UAI - INSTITUTO DOMINICANO PARA LA CALIDAD,ENCARGADO UNIDADDE AUDITORIA,2133,ESTRATEGICO
UAI - INSTITUTO SALOME UREÏ¿½A,ENCARGADA UAI,2134,OPERATIVO
UAI - LOTERIA NACIONAL,SUPERVISOR (A),2135,PROFESIONAL
UAI - MINISTERIOADMINISTRATIVO DE LA PRESIDENCIA,ENCARGADO UNIDADDE AUDITORIA,2136,ESTRATEGICO
UAI - MINISTERIOADMINISTRATIVO DE LA PRESIDENCIA,REVISOR,2137,OPERATIVO
UAI - MINISTERIO DE CULTURA,DIGITADOR(A),2138,OPERATIVO
UAI - MINISTERIO DE RELACIONES EXTERIORES/ CANCI,ENCARGADO UNIDADDE AUDITORIA,2139,ESTRATEGICO
UAI - MINISTERIO DE TRABAJO,ENCARGADO UNIDADDE AUDITORIA,2140,ESTRATEGICO
UAI - OFICINA DE INGENIEROS SUPERVISORES DE OBRAS,ENCARGADO UNIDADDE AUDITORIA,2141,ESTRATEGICO
UAI - OFICINA DE INGENIEROS SUPERVISORES DE OBRAS,AUDITOR III,2142,PROFESIONAL
UAI - PARQUE NACIONAL MIRADOR NORTE,SUPERVISOR (A),2143,PROFESIONAL
UAI -PROGRAMA NAC. DE EDIFICACIONES ESCOLARES,ENCARGADO UNIDAD,2144,ESTRATEGICO
UNIDADADES DE AUDITOR IA INTERNA,AUDITOR LEGAL,2145,PROFESIONAL
CENTRO DE CAPACITACION CGR,ANALISTA II,2146,PROFESIONAL
DEPARTAMENTO ADMINISTRATIVO,ASISTENTE,2147,OPERATIVO
DEPARTAMENTO DE AUDITORIA DE DESEMPEÏ¿½O,ENCARGADO (A),2148,ESTRATEGICO
DEPARTAMENTO DE PROTOCOLO,AUXILIARPROTOCOLO,2149,TECNICO
DEPARTAMENTO DE PROTOCOLO,ASISTENTEPROTOCOLO,2150,OPERATIVO
DEPARTAMENTO DE PROTOCOLO,ENCARGADA PROTOCOLO,2151,OPERATIVO
DEPARTAMENTO DE REGISTRO DE CONTRATOS,ASISTENTE,2152,OPERATIVO
"DEPTO DE SERVICIOS PERSONALES, CIIVLES Y MILITARES",ASISTENTE,2153,OPERATIVO
DEPTO. AUDITORIA INTERNA FINANCIERA,ENCARGADO (A),2154,ESTRATEGICO
DESPACHO DEL CONTRALOR,OFICIAL DE PROTOCOLO,2155,OPERATIVO
DESPACHO DEL CONTRALOR,SECRETARIA EJECUTIVA,2156,OPERATIVO
DIR. ADMINISTRATIVA FINANCIERA,ANALISTA I,2157,PROFESIONAL
DIR. ADMINISTRATIVA FINANCIERA,CHOFER II,2158,OPERATIVO
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,AUXILIAR AUDITORIA,2159,PROFESIONAL
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,AUDITOR I,2160,PROFESIONAL
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,ASISTENTE,2161,OPERATIVO
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,MENSAJERO INTERNO,2162,OPERATIVO
DIRECCION DE AUDITORIA INTERNA,SUPERVISOR AUDITORIA,2163,PROFESIONAL
DIRECCION DE AUDITORIA INTERNA,SECRETARIA I,2164,OPERATIVO
DIRECCION DE AUDITORIA INTERNA,ASESOR,2165,OPERATIVO
DIRECCION DE AUDITORIA INTERNA,ASISTENTE,2166,OPERATIVO
DIRECCION DE AUDITORIA INTERNA,SECRETARIA,2167,OPERATIVO
DIRECCION DE PLANIFICACION Y DESARROLLO,ASISTENTE,2168,OPERATIVO
DIRECCION DE PLANIFICACION Y DESARROLLO,ASESOR,2169,OPERATIVO
DIRECCION DE RECURSOS HUMANOS,ANALISTARECLU. SELEC. Y EVALU,2170,PROFESIONAL
DIRECCION DE RECURSOS HUMANOS,AUXILIAR ADMINISTRATIVO (A),2171,TECNICO
DIRECCION DE RECURSOS HUMANOS,ENCARGADA DIVISION,2172,OPERATIVO
DIRECCION DE RECURSOS HUMANOS,"ENCARGADO DE RECLUTAMIENTO, SE",2173,ESTRATEGICO
DIRECCION DE RECURSOS HUMANOS,PROFESOR (A),2174,OPERATIVO
DIRECCION DE REVISION Y CONTROL DE CALIDAD,SECRETARIA,2175,OPERATIVO
DIRECCION DE UNIDADES AUDITORIA INTERNA GUBERNAMEN,ANALISTAFINANCIERO,2176,PROFESIONAL
"DIV. DE FORM, MONITOREO Y EVALUACION DE PLANESY",ENCARGADA DIVISION,2177,OPERATIVO
DIVISION DE COMPRAS Y CONTRATACIONES,ENCARGADA DIVISION,2178,OPERATIVO
DIVISION DE CORRESPONDENCIA Y ARCHIVO,CHOFER III,2179,OPERATIVO
DIVISION DE CORRESPONDENCIA Y ARCHIVO,MENSAJERO,2180,OPERATIVO
DIVISION DE SERVICIOS GENERALES,ENC. SECC. DE ALMACEN Y SUM.,2181,OPERATIVO
ESCUELA NACIONAL DE CONTROL,ANALISTADE RECURSOS HUMANOS,2182,PROFESIONAL
SECCION DE TRANSPORTACION,ENC. DE TRANSPORT. Y CORRESP.,2183,OPERATIVO
SECCION DE TRANSPORTACION,ASISTENTE,2184,OPERATIVO
UAI - INSTITUTO DE INVESTI AGROP Y FORESTALES,AUDITOR III,2185,PROFESIONAL
UAI - POLICIA NACIONAL,ENCARGADO (A),2186,ESTRATEGICO
UNIDADADES DE AUDITORIA INTERNA,AUDITOR LEGAL,2187,PROFESIONAL
"DIV. DE FORM, MONITOREO Y EVALUACION DE PLANES Y",ENCARGADA DIVISION,2188,OPERATIVO
"DIVISION DE REGISTRO, CONTROL Y NOMINA",ANALISTANOMINAS,2189,PROFESIONAL
DEPARTAMENTO ADMINISTRATIVO,ENCARGADO (A),2190,ESTRATEGICO
DEPARTAMENTO DE DESARROLLO NORMATIV,AUXILIAR ADMINISTRATIVO (A),2191,TECNICO
DEPARTAMENTO DE PROTOCOLO,OFICIAL DE EVENTOS Y PROTOCOLO,2192,OPERATIVO
DEPTO DE APOYO LEGAL,ENCARGADO (A),2193,ESTRATEGICO
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,ASESOR,2194,OPERATIVO
DIRECCION DE UNIDADES AUDITORIA INTERNA GUBERNAMEN,AUXILIARINGENIERIA,2195,TECNICO
DIRECCION DE UNIDADES AUDITORIA INTERNA GUBERNAMEN,ENCARGADO AUDITORIA,2196,ESTRATEGICO
DIRECCION JURIDICA,ENCARGADO DE DEPARTAMENTO,2197,ESTRATEGICO
SECCION DE TRANSPORTACION,MECANICO,2198,OPERATIVO
UAI - HOSPITAL SAN VICENTE DE PAUL / SAN FCO. MACO,AUDITOR I,2199,PROFESIONAL
DEPTO DE AGROPECUARIA Y MED AMBIENTE,AGRIMENSOR,2200,OPERATIVO
DEPTO DE APOYO LEGAL,ASISTENTE,2201,OPERATIVO
DEPTO DE AYUNTAMIENTOS,ASISTENTE,2202,OPERATIVO
DEPTO DE INGENIERIA Y ARQUITECTURA,AUDITOR,2203,PROFESIONAL
DESPACHO DEL CONTRALOR,SECRETARIA ANTEDESPACHO,2204,OPERATIVO
DIR. ADMINISTRATIVA FINANCIERA,ANALISTADE COMPRAS II,2205,PROFESIONAL
DIRECCION DE PLANIFICACION Y DESARROLLO,ASESOR (A),2206,OPERATIVO
DIRECCION DE TECNOLOGIA DE LA INFORMACION Y COMUNI,ENCARGADO DE DIVISION,2207,ESTRATEGICO
DIVISION DE CORRESPONDENCIA Y ARCHIVO,ENC. DE ARCHIVO,2208,OPERATIVO
CONTRALORIA GENERAL DE LA REPUBLICA,AUDITOR I,2209,PROFESIONAL
CONTRALORIA GENERAL DE LA REPUBLICA,ASESOR (A),2210,OPERATIVO
CONTRALORIA GENERAL DE LA REPUBLICA,CONSERJE,2211,OPERATIVO
CONTRALORIA GENERAL DE LA REPUBLICA,CHOFER,2212,OPERATIVO
CONTRALORIA GENERAL DE LA REPUBLICA,CONTADORA,2213,OPERATIVO
CONTRALORIA GENERAL DE LA REPUBLICA,ENCARGADO (A) DIVISION ARCHIVO,2214,ESTRATEGICO
CONTRALORIA GENERAL DE LA REPUBLICA,ENCARGADO DE DEPARTAMENTO,2215,ESTRATEGICO
CONTRALORIA GENERAL DE LA REPUBLICA,CHOFER II,2216,OPERATIVO
CONTRALORIA GENERAL DE LA REPUBLICA,SUPERVISORA,2217,PROFESIONAL
CONTRALORIA GENERAL DE LA REPUBLICA,MENSAJERO INTERNO,2218,OPERATIVO
CONTRALORIA GENERAL DE LA REPUBLICA,SUPERVISOR AUDITORIAINTERNA,2219,PROFESIONAL
CONTRALORIA GENERAL DE LA REPUBLICA,ENCARGADO DE UNIDAD,2220,ESTRATEGICO
UAI - HOSP. RICARDO LIMARDO,ANALISTA,2221,PROFESIONAL
DEPARTAMENTO DE PROTOCOLO,OFICIAL DEPROTOCOLO,2222,OPERATIVO
DESPACHO DEL SUB-CONTRALOR,SUB-CONTRALOR GENERAL DE LA RE,2223,OPERATIVO
DIR. ADMINISTRATIVA FINANCIERA,MENSAJERO,2224,OPERATIVO
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,ENCARGADO DE DEPARTAMENTO,2225,ESTRATEGICO
DIRECCION DE AUDITORIA INTERNA,SUPERVISOR AUDITORIAINTERNA,2226,PROFESIONAL
DIRECCION DE RECURSOS HUMANOS,MENSAJERO INTERNO,2227,OPERATIVO
DIRECCION DE RECURSOS HUMANOS,ANALISTADE RECLUTAMIENTO Y SE,2228,PROFESIONAL
DIRECCION DE RECURSOS HUMANOS,ASESOR (A),2229,OPERATIVO
DIRECCION DE REVISION Y CONTROL DE CALIDAD,AUDITOR,2230,PROFESIONAL
DIRECCION DE UNIDADES AUDITORIA INTERNA GUBERNAMEN,ENCARGADO UNIDAD,2231,ESTRATEGICO
DIRECCION DE UNIDADES AUDITORIA INTERNA GUBERNAMEN,SUPERVISORA AUDITORIA INTERNA,2232,PROFESIONAL
DIVISION DE COMPRAS Y CONTRATACIONES,SUPERVISOR (A),2233,PROFESIONAL
DIVISION DE ELABORACIONES DE DOCUMENTOS LEGALES,SECRETARIA I,2234,OPERATIVO
DIVISION DE SERVICIOS GENERALES,ENCARGADO DIVISION,2235,ESTRATEGICO
CONTRALORIA GENERAL DE LA REPUBLICA,DIRECTOR (A),2236,ESTRATEGICO
CONTRALORIA GENERAL DE LA REPUBLICA,ANALISTA COMPRAS,2237,PROFESIONAL
OFICINA DE ACCESO A LA INFORMACION,ENCARGADO (A),2238,ESTRATEGICO
OFICINA DE ACCESO A LA INFORMACION,PARA LEGAL,2239,OPERATIVO
SECCION DE MAYORDOMIA,ENC. MAYORDOMIA,2240,OPERATIVO
SECCION DE TRANSPORTACION,ENCARGADO (A),2241,ESTRATEGICO
DEPARTAMENTO DE REGISTRO DE CONTRATOS,ANALISTA,2242,PROFESIONAL
DEPTO DE APOYO LEGAL,ABOGADO (A) I,2243,PROFESIONAL
"DEPTO. DE SERVICIOS PERSONALES CIVILES, MILITARES",CHOFER II,2244,OPERATIVO
DESPACHO DEL SUB-CONTRALOR,ENCARGADO UNIDAD,2245,ESTRATEGICO
DESPACHO DEL SUB-CONTRALOR,SUPERVISOR (A),2246,PROFESIONAL
DIRECCION DE ANTIFRAUDE,ESPECIALISTA,2247,OPERATIVO
DIRECCION DE ANTIFRAUDE,COORD. ANALISIS SOLICITUDES,2248,OPERATIVO
DIRECCION DE ANTIFRAUDE,COORDINADOR (A),2249,PROFESIONAL
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,ENCARGADA UAI,2250,OPERATIVO
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,ENCARGADO DE UNIDAD,2251,ESTRATEGICO
DIRECCION DE AUDITORIA INTERNA,SUPERVISOR (A)AUDITOR,2252,PROFESIONAL
DIRECCION DE AUDITORIA INTERNA,ABOGADO (A),2253,PROFESIONAL
DIRECCION DE RECURSOS HUMANOS,ENCARGADO (A) RECLUTAMIENTO Y,2254,ESTRATEGICO
DIRECCION DE RECURSOS HUMANOS,COORDINADOR (A),2255,PROFESIONAL
DIRECCION DE RECURSOS HUMANOS,SUPERVISOR (A),2256,PROFESIONAL
DIRECCION DE TECNOLOGIA DE LA INFORMACION Y COMUNI,ADMINISTRADOR DE SERVIDORES Y,2257,OPERATIVO
DIRECCION DE TECNOLOGIA DE LA INFORMACION Y COMUNI,PROGRAMADOR,2258,OPERATIVO
DIRECCION DE UNIDADES AUDITORIA INTERNA GUBERNAMEN,ENCARGADA UNIDAD DE AUDITORIA,2259,PROFESIONAL
DIRECCION DE UNIDADES AUDITORIA INTERNA GUBERNAMEN,ANALISTA,2260,PROFESIONAL
DIVISION DE CERITIFICACION DE CARGO,AUXILIAR,2261,TECNICO
DIVISION DE CERTIFICAC DE CARGOS,ENC. DIV. CERTIF. CARGOS,2262,OPERATIVO
DIVISION DE SERVICIOS GENERALES,CONSERJE,2263,OPERATIVO
DIVISION DE SERVICIOS GENERALES,AYUDANTE DE MANTENIMIENTO,2264,OPERATIVO
DIVISION DE SERVICIOS GENERALES,SUPERVISOR (A),2265,PROFESIONAL
DIVISON DE ACTIVO FIJO,ANALISTA II,2266,PROFESIONAL
